stop_name	stop_lat	stop_lon
MANSFIELD BLVD AT MARY	40.407995	-80.087631
PIONEER AVE OPP NORTHCREST	40.409478	-80.013902
YOST BLVD AT BRINTON	40.41246	-79.856338
4TH ST OPP MOUND	40.412065	-79.878522
BRADDOCK AVE AT 5TH (HAWKINS VILLAGE)	40.412146	-79.875659
BRINTON RD AT YOST	40.41254	-79.856522
BANKSVILLE RD AT COAST	40.409228	-80.031956
BRADDOCK AVE OPP CONVENIENCE STORE	40.412224	-79.876022
BECKS RUN RD AT E CARSON NS	40.410716	-79.956493
BRADDOCK AVE AT KENMAWR CONNECTOR	40.41223	-79.876271
BECKS RUN RD AT E CARSON NS - NO STOP	40.410726	-79.956593
E CARSON ST AT BECKS RUN FS	40.410748	-79.955501
FISHER ST AT #956	40.410445	-79.971757
HAWKINS AVE AT RANKIN BLVD	40.412157	-79.881051
FISHER ST AT #956	40.410451	-79.971792
E CARSON ST OPP BECKS RUN	40.410789	-79.955352
BRINTON RD AT YOST	40.412639	-79.85625
YOST BLVD AT BRINTON	40.412677	-79.856522
BECKS RUN RD AT E CARSON FS	40.410814	-79.956555
MCKINLEY AVE AT ALICE	40.410085	-79.99466
2ND AVE AT HAZELWOOD	40.411064	-79.944587
ALICE ST AT TARRAGONNA #2	40.410085	-79.996766
ALICE ST AT GEORGIA	40.410119	-79.995203
PRIVATE R/WAY AT WESTFIELD	40.409684	-80.017717
ALICE ST AT GEORGIA	40.410127	-79.995134
MANSFIELD BLVD OPP MARY	40.408296	-80.087703
ALICE ST AT TARRAGONNA #1	40.410161	-79.996701
PRIVATE R/WAY AT WESTFIELD	40.409771	-80.0178
BRINTON RD AT #1584	40.412817	-79.857777
BANKSVILLE RD AT CHAPPEL	40.409563	-80.032138
BRINTON RD OPP #1584	40.412895	-79.857701
IMOGENE RD AT DESDEMONA	40.41169	-79.922782
HAZELWOOD AVE AT 2ND	40.411314	-79.944529
BON AIR AVE AT CAMFIELD	40.410293	-79.997923
FISHER ST AT KOHNE FS	40.410779	-79.973187
BON AIR AVE AT CAMFIELD	40.410309	-79.997569
ALICE ST AT CAMFIELD	40.410352	-79.997603
IMOGENE RD OPP DESDEMONA	40.411794	-79.923025
KNOX AVE AT BROWNSVILLE	40.410525	-79.990372
HAZELWOOD AVE AT CHATSWORTH	40.41143	-79.943864
BROWNSVILLE RD AT KNOX	40.410566	-79.9902
CONNISTON AVE AT BON AIR	40.410393	-79.999457
HAZELWOOD AVE AT CHATSWORTH	40.411476	-79.94363
4TH ST AT #222	40.41269	-79.879318
4TH ST AT ANTISBURY	40.412701	-79.879405
FISHER ST AT KOHNE	40.410941	-79.973899
FISHER ST AT KOHNE - NO STOP	40.410951	-79.973999
WEST LIBERTY AVE AT DEAN TECHNICAL INST	40.41014	-80.015784
IRVINE ST AT HAZELWOOD	40.41157	-79.944928
MANSFIELD BLVD AT BROADWAY	40.408846	-80.086368
BROWNSVILLE RD AT KNOX	40.410876	-79.990196
GREENTREE RD OPP GREENRIDGE	40.409786	-80.048124
4TH ST AT HAWKINS	40.413009	-79.880595
RANKIN BLVD OPP BLDG #5	40.413022	-79.883581
RANKIN BLVD AT BLDG #5	40.413042	-79.883003
4TH ST AT HAWKINS	40.413101	-79.880487
WASHINGTON AVE AT MAIN	40.409178	-80.083574
WALTER AVE AT ANTHONY	40.411149	-79.984135
GREENTREE RD AT GREENRIDGE	40.409902	-80.048131
FISHER ST AT ENGSTLER	40.411322	-79.975769
WEST LIBERTY AVE AT BROOKSIDE	40.410568	-80.01549
MOUNTAIN ST AT FISHER	40.411324	-79.977224
HAZELWOOD AVE AT SYLVAN	40.412011	-79.941592
MANSFIELD BLVD AT BROADWAY	40.409195	-80.086126
WASHINGTON AVE AT MAIN FS	40.409264	-80.083703
WOODSTOCK AVE OPP WILKINS	40.413378	-79.871291
WATERFRONT DR AT BRIDGE ST (RED ROBIN)	40.412646	-79.912713
SAW MILL RUN BLVD AT BAUSMAN	40.410912	-80.005758
BROADWAY AVE AT HAMPSHIRE	40.410544	-80.024719
BROADWAY AVE AT HAMPSHIRE	40.410553	-80.024608
WALTER AVE AT ANTHONY	40.411353	-79.984234
WOODSTOCK AVE AT WILKINS FS	40.413526	-79.871292
MOUNTAIN ST AT FISHER	40.411578	-79.977262
WATERFRONT DRIVE OPP COMMONWEALTH BANK	40.412903	-79.909777
DRIVE TO LOWE'S AT STOREFRONT DRIVE	40.413055	-79.902984
GREENTREE RD AT ORIOLE	40.410304	-80.047382
HAZELWOOD AVE OPP GLADSTONE	40.412394	-79.940363
HAZELWOOD AVE AT GLADSTONE	40.412397	-79.940637
SAW MILL RUN BLVD OPP BAUSMAN	40.411147	-80.006324
GREENTREE RD OPP ORIOLE	40.4104	-80.047456
WEST LIBERTY AVE AT JAMES MATTHEWS CO	40.411213	-80.012439
MANSFIELD BLVD AT WALNUT	40.40979	-80.084896
BANKSVILLE RD AT #1593	40.410886	-80.031208
MAIN ST AT CHESTNUT	40.40987	-80.082136
WATERFRONT DRIVE AT RECREATION CENTER	40.413272	-79.90759
WALTER AVE AT CHURCH	40.411859	-79.984188
PRIVATE R/WAY AT FALLOWFIELD STATION	40.411095	-80.023378
WEST LIBERTY AVE AT BUSWAY ISLAND	40.411322	-80.012029
HAZELWOOD AVE AT #200	40.412733	-79.940042
WEST LIBERTY AVE OPP JAMES MATTHEWS CO	40.411338	-80.012577
MAIN ST AT CHESTNUT	40.409953	-80.082696
IMOGENE RD OPP #101	40.413081	-79.922722
PRIVATE R/WAY AT PENNANT	40.411328	-80.014262
MOUNTAIN ST AT ORMSBY	40.41206	-79.97708
BRADDOCK HILLS SHPG CTR AT GIANT EAGLE	40.414351	-79.855356
BANKSVILLE RD AT #1500	40.411037	-80.031363
HARRIETT ST AT BLDG #2	40.413867	-79.883682
IMOGENE RD AT #101	40.413152	-79.922807
HARRIETT ST OPP BLDG #2	40.413898	-79.883792
PRIVATE R/WAY AT FALLOWFIELD STATION	40.411243	-80.023555
MANSFIELD BLVD AT WALNUT	40.410023	-80.084916
WALTER AVE AT CHURCH	40.41204	-79.984277
PRIVATE R/WAY AT PENNANT	40.411482	-80.014262
BRADDOCK HILLS SHPG CTR AT STOREFRONT	40.414579	-79.853269
PRIVATE R/WAY AT TRAYMORE	40.411591	-80.012262
WOODSTOCK AVE AT #2694	40.414242	-79.872736
KNOX AVE AT MARLAND	40.41207	-79.990446
WOODSTOCK AVE AT #2695	40.414302	-79.872637
BROWNSVILLE RD AT MARLAND	40.412105	-79.989626
PIONEER AVE RAMP AT SOUTH BUSWAY	40.411734	-80.009182
PRIVATE R/WAY AT TRAYMORE	40.4117	-80.012296
IRVINE ST AT BERWICK	40.413002	-79.945167
PIONEER AVE RAMP AT PIONEER	40.411813	-80.009231
SOUTH BUSWAY OPP PIONEER AVE RAMP	40.411836	-80.008452
CHESTNUT ST AT MAIN	40.410377	-80.082864
SOUTH BUSWAY AT PIONEER AVE RAMP (A)	40.41188	-80.008586
SOUTH BUSWAY AT PIONEER AVE RAMP FS	40.41189	-80.008686
HAZELWOOD AVE AT NANSEN	40.413244	-79.939494
HARRIETT ST AT 5TH	40.414299	-79.883599
IRVINE ST OPP BERWICK	40.413154	-79.94534
WALTER AVE AT ORMSBY	40.412532	-79.984235
WOODSTOCK AVE AT WOODSTOCK TERRACE	40.414634	-79.874599
ST JOSEPH ST AT ORMSBY	40.412715	-79.977451
BROWNS HILL RD OPP OLD BROWNS HILL FS	40.413775	-79.923042
ORMSBY AVE AT ANTHONY	40.412567	-79.986454
EAST BUSWAY AT SWISSVALE STATION A	40.414637	-79.878505
ORMSBY AVE AT WALTER	40.412646	-79.984415
HAZELWOOD AVE OPP NANSEN	40.413511	-79.939685
MANSFIELD BLVD AT CHESTNUT	40.410707	-80.08354
ORMSBY AVE AT ANTHONY	40.412652	-79.986359
SWISSVALE STATION TIME POINT NO STOP	40.414712	-79.878675
WOODSTOCK AVE AT WOODSTOCK TERRACE NS	40.414843	-79.874141
CHESTNUT ST AT JANE	40.410845	-80.083193
BROWNS HILL RD AT OLD BROWNS HILL	40.413995	-79.922724
EAST BUSWAY AT SWISSVALE STATION B	40.41481	-79.879141
HAYS AVE AT ORMSBY	40.412869	-79.987691
HARRIETT ST AT 5TH	40.414871	-79.883283
LYDIA ST AT CHESTNUT	40.411027	-80.083191
JANE ST AT CHESTNUT	40.411039	-80.083291
GREENTREE RD OPP ORCHARD	40.411931	-80.046155
WOODSTOCK AVE AT BELMAR PLACE	40.415227	-79.87557
WOODSTOCK AVE AT #2690	40.415282	-79.87606
BROWNSVILLE RD OPP MATHEWS	40.413164	-79.988803
WOODSTOCK AVE AT BRADDOCK	40.415298	-79.877013
WEST LIBERTY AVE AT PIONEER	40.412801	-80.010045
GREENTREE RD OPP ORCHARD	40.412099	-80.045849
WOODSTOCK AVE OPP BELMAR PLACE	40.415377	-79.875567
SHELDON AVE OPP PARKEDGE	40.411764	-80.064157
ST JOSEPH ST AT HAYS	40.413307	-79.987623
ST JOSEPH ST AT COMO (STEPS)	40.413484	-79.979244
ST JOSEPH ST OPP RATON	40.413473	-79.980611
ST JOSEPH ST AT #144	40.413386	-79.985379
ST JOSEPH ST AT #184	40.413428	-79.983822
ST JOSEPH ST OPP COMO (STEPS)	40.413543	-79.979255
ST JOSEPH ST AT OTTILLA	40.4135	-79.981687
ST JOSEPH ST AT RATON	40.413522	-79.980558
SHELDON AVE AT TRAILVUE	40.411925	-80.062254
OTTILLA ST AT ST JOSEPH	40.413508	-79.9818
PENN AVE AT HAYS-NO STOP	40.413396	-79.987801
WEST LIBERTY AVE AT HARGROVE NS	40.413035	-80.010172
BAUSMAN AT MATHEWS-NO STOP	40.413306	-79.997113
MILLER ST AT #38	40.415519	-79.884393
WOODSTOCK AVE AT SHORT	40.415694	-79.878252
MILLER ST AT HARRIETT	40.415614	-79.883198
IRVINE ST AT TULLYMET	40.414453	-79.945822
WOODSTOCK AVE AT SWISSVALE STATION STEPS	40.415711	-79.878696
PRIVATE R/WAY AT DAWN	40.413259	-80.010985
PRIVATE R/WAY AT DAWN	40.413271	-80.010856
IRVINE ST OPP TULLYMET	40.414545	-79.946024
SOUTH BUSWAY AT DAWN AVE SHELTER	40.4133	-80.010764
HAZELWOOD AVE OPP GIDDING	40.414677	-79.93953
MAIN ST OPP JANE	40.411939	-80.080014
IMOGENE RD AT BROWNS HILL	40.414994	-79.924799
BANKSVILLE RD AT GOLDSTROM	40.412959	-80.030524
SOUTH BUSWAY AT DAWN AVE SHELTER	40.413388	-80.010661
MILLER ST AT GAS WAY	40.415783	-79.885285
MAIN ST AT JANE	40.41205	-80.080046
SHELDON AVE AT #203	40.412494	-80.060382
PENN AVE AT SCHOOL	40.41393	-79.987487
BROWNS HILL RD OPP IMOGENE	40.415148	-79.924624
MILLER ST AT GAS WAY	40.415879	-79.885496
PENN AVE AT #167	40.414007	-79.984667
BROWNSVILLE RD AT #311 (BAUSMAN NS)	40.413941	-79.988252
PENN AVE AT #197	40.414052	-79.98342
PENN AVE AT OTTILLA	40.414098	-79.981906
WOODSTOCK AVE AT VERNON (BUSWAY)	40.416091	-79.87914
BROWNSVILLE RD AT MATHEWS FS	40.413986	-79.990443
KNOX AVE AT HAWK WAY	40.414027	-79.990546
IMOGENE RD AT BROWNS HILL FS	40.41528	-79.925033
BANKSVILLE RD OPP GOLDSTROM	40.413257	-80.030636
WOODSTOCK AVE AT VERNON (BUSWAY)	40.416152	-79.8794
PARKEDGE DR OPP #237 (PLAYGROUND)	40.412682	-80.064097
BROWNSVILLE RD AT BAUSMAN FS	40.41419	-79.988276
BROWNS HILL RD AT IMOGENE	40.415404	-79.925136
MILLER ST AT BENWOOD	40.416194	-79.886132
SHELDON AVE AT #189	40.412915	-80.059093
BAUSMAN AVE AT GRIMES	40.414226	-79.99315
BROWNSVILLE RD OPP BAUSMAN	40.414354	-79.987933
BAUSMAN AVE AT #140	40.414313	-79.990163
GEARING AVE AT AMESBURY	40.414036	-80.004744
MILLER ST AT BENWOOD	40.416293	-79.886216
BAUSMAN AVE AT ROMEYN	40.414291	-79.992097
BAUSMAN AVE AT BROWNSVILLE	40.414364	-79.988361
AMESBURY ST AT DELMONT	40.414064	-80.003851
BAUSMAN AVE AT KNOX FS	40.414327	-79.990702
HWY RT 51 AT WEST LIBERTY-NO STOP	40.413959	-80.009902
BRINTON RD OPP CEMETERY ENT	40.416862	-79.858518
GEARING AVE AT MICHIGAN	40.414107	-80.004844
CRANE AVE OPP CARNAHAN	40.413376	-80.042991
BRINTON RD AT CEMETERY ENT	40.416906	-79.858767
BROWNSVILLE AT BAUSMAN-TIMEPOINT	40.414494	-79.988085
HAZELWOOD AVE OPP WINTERBURN	40.41546	-79.939352
CARNAHAN AVE AT WINDCHESTER	40.413458	-80.043097
ARLINGTON AVE AT STEPS	40.415043	-79.962946
ARLINGTON AVE AT DEVLIN	40.415115	-79.962331
ARLINGTON AVE OPP STEPS	40.415107	-79.963011
ARLINGTON AVE OPP FELMETH	40.415132	-79.963873
HAZELWOOD AVE AT WINTERBURN	40.415614	-79.939131
ARLINGTON AVE AT #3072 (1ST STEPS)	40.41519	-79.962255
ARLINGTON AVE AT #3264	40.415205	-79.962217
SYRIAN ST AT DEVLIN	40.415193	-79.965338
NOBLESTOWN RD AT BELL	40.412989	-80.078639
NOBLESTOWN RD AT BELL	40.412987	-80.079009
NOBLESTOWN RD AT DUNCAN	40.41306	-80.075476
ARLINGTON AVE AT #3272	40.41534	-79.96094
ARLINGTON AVE OPP #3235	40.415377	-79.960715
NOBLESTOWN RD AT DUNCAN FS	40.413156	-80.075501
ARLINGTON AVE AT COMMUNITY CENTER	40.415427	-79.960956
SAW MILL RUN BLVD AT WEST LIBERTY FS	40.414492	-80.009738
PARKEDGE DR OPP BERGEN	40.413469	-80.062651
PARKEDGE DR AT #208	40.413511	-80.061366
CRANE AVE AT KIRSOPP	40.41391	-80.04216
CRANE AVE AT KIRSOPP	40.414001	-80.042027
SPRING ST AT SYRIAN	40.415511	-79.965148
CARNAHAN AVE AT AVACOLL	40.413982	-80.043871
NOBLESTOWN RD OPP IDLEWOOD	40.413304	-80.077833
WOODSTOCK AVE AT MELROSE	40.417109	-79.88106
WOODSTOCK AVE AT MELROSE	40.41713	-79.880833
IRVINE ST AT MOBILE	40.415924	-79.946583
GREENTREE RD AT CARNAHAN	40.414022	-80.044953
NOBLESTOWN RD AT IDLEWOOD	40.413441	-80.07711
KNOX AVE AT ROCHELLE	40.415164	-79.990595
SHELDON AVE AT RAMEY	40.413943	-80.056805
IRVINE ST OPP MOBILE	40.416101	-79.946837
KNOX AVE AT ROCHELLE	40.415264	-79.990695
BAUSMAN AVE OPP GEORGIA (STEPS)	40.415158	-79.998149
IDLEWOOD AVE AT NOBLESTOWN FS	40.413604	-80.077352
NOBLESTOWN RD OPP ALTER	40.41372	-80.07336
MONONGAHELA AVE AT #2129	40.417327	-79.887499
GREENTREE RD OPP CARNAHAN	40.414365	-80.045104
MONONGAHELA AVE AT #2130	40.417406	-79.887794
BROWNSVILLE RD AT GOLDBACH	40.415553	-79.987358
PARKEDGE DR AT PENFIELD	40.414141	-80.059737
NOBLESTOWN RD AT ALTER	40.413911	-80.073243
AMANDA ST OPP ROCHELLE	40.415612	-79.988042
ARLINGTON AVE OPP #3201	40.416365	-79.960664
ARLINGTON AVE OPP #2201	40.416376	-79.960564
BROWNSVILLE RD AT WALNUT	40.415867	-79.987085
ARLINGTON AVE AT #3201	40.416479	-79.960554
BOGGS AVE AT WARRINGTON	40.415538	-80.011387
DELMONT AVE AT MICHIGAN	40.415744	-80.003864
WOODSTOCK AVE AT ORMOND	40.418101	-79.882505
BERND ST AT BAUSMAN	40.415908	-79.9983
AVACOLL DR AT DALELAND	40.415032	-80.043199
WOODSTOCK AVE AT ORMOND	40.418142	-79.882742
BOGGS AVE AT WARRINGTON FS	40.415711	-80.011537
IDLEWOOD AVE AT DUNCAN	40.414535	-80.076729
MONONGAHELA AVE AT DUQUESNE	40.418224	-79.888054
BROWNSVILLE RD AT CHARLES	40.416462	-79.986971
AMANDA ST AT CHARLES	40.416448	-79.988098
MONONGAHELA AVE OPP DUQUESNE	40.418377	-79.888405
SOUTH BUSWAY AT PALM GARDEN	40.41603	-80.011831
CHARLES ST AT GEORGIA	40.416405	-79.995221
CHARLES ST AT GRIMES	40.416472	-79.993304
SOUTH BUSWAY AT PALM GARDEN (A)	40.41613	-80.011931
CHARLES ST AT KNOX	40.416558	-79.9909
CHARLES ST AT GEORGIA	40.416509	-79.995029
CHARLES ST AT AMANDA FS	40.416647	-79.988134
CHARLES ST AT BELTZHOOVER	40.416476	-79.99707
CHARLES ST AT GRIMES	40.416572	-79.99283
CHARLES ST AT KNOX	40.41662	-79.990523
KNOX AVE AT CHARLES	40.416646	-79.990668
SHELDON AVE AT #143	40.415413	-80.055167
NOBLESTOWN RD AT #604 (STEPS)	40.415084	-80.072159
BELTZHOOVER AVE OPP CHARLES	40.416614	-79.997256
NOBLESTOWN RD OPP #604	40.415132	-80.072227
PRIVATE R/WAY AT BOGGS OUTBOUND STATION	40.416377	-80.010206
DELMONT AVE AT CHALFONT	40.416511	-80.003872
PRIVATE R/WAY AT BOGGS INBOUND STATION	40.416413	-80.010055
ARLINGTON AVE AT DENGLER	40.417233	-79.967835
CHALFONT ST AT HABERMAN	40.416565	-80.002428
BEECHWOOD BLVD AT #3230	40.418083	-79.923259
CHALFONT ST AT ESTELLA	40.416618	-80.000653
ARLINGTON AVE OPP DENGLER	40.41727	-79.967579
BANKSVILLE RD AT CRANE FS	40.416068	-80.02982
CHALFONT ST AT DELMONT	40.416597	-80.004155
ARLINGTON AVE OPP FERNLEAF	40.41716	-79.975765
ARLINGTON AVE AT #3006	40.417366	-79.965316
CHALFONT ST AT DELMONT	40.416628	-80.003793
CHALFONT ST AT GEARING	40.41661	-80.004763
BEECHWOOD BLVD OPP SHADY EXT	40.418171	-79.924382
EAST BUSWAY AT ROSLYN STATION D	40.418889	-79.886113
ARLINGTON AVE OPP RINNE	40.417346	-79.968432
BANKSVILLE RD AT CRANE	40.416148	-80.030033
ARLINGTON AVE AT RINNE	40.417352	-79.968631
EAST BUSWAY AT ROSLYN STATION A	40.418904	-79.886323
ARLINGTON AVE AT FERNLEAF	40.417211	-79.976146
EAST BUSWAY AT ROSLYN STATION C	40.418945	-79.886227
ESTELLA ST AT CHALFONT	40.416787	-80.00042
ARLINGTON AVE AT JOSEPHINE	40.41748	-79.965173
ARLINGTON AVE OPP CONWAY	40.417324	-79.973469
ARLINGTON AVE AT STERLING	40.417308	-79.97436
HAZELWOOD AVE AT EMAHLEA	40.418045	-79.936817
SOUTH BUSWAY AT PALM GARDEN	40.416613	-80.011801
EAST BUSWAY AT ROSLYN STATION B	40.419001	-79.886404
HAZELWOOD AVE OPP EMAHLEA	40.418058	-79.936882
WOODSTOCK AVE AT ARDMORE	40.419046	-79.884104
BEECHWOOD BLVD AT SHADY FS	40.418299	-79.924341
GEARING AVE AT CHALFONT	40.416767	-80.004967
WOODSTOCK AVE AT ARDMORE	40.419081	-79.884441
ARLINGTON AVE OPP #3053	40.417599	-79.963658
ARLINGTON AVE AT COLOGNE	40.417492	-79.969631
BEECHWOOD BLVD AT SALINE	40.418379	-79.923837
ARLINGTON AVE OPP COLOGNE	40.417528	-79.969303
TAFT AVE AT SYLVANIA	40.416806	-80.007499
IDLEWOOD AVE AT ALTER (#730)	40.415457	-80.075561
ARLINGTON AVE AT ELEANOR	40.417509	-79.972631
ARLINGTON AVE AT CLOVER	40.41754	-79.971504
ARLINGTON AVE AT #3053	40.417707	-79.963661
BEECHWOOD BLVD OPP #3220	40.418519	-79.92272
POCONO ST AT HOMESTEAD	40.418943	-79.900815
ARLINGTON AVE OPP CLOVER	40.417643	-79.971304
BROWNSVILLE RD AT ARLINGTON	40.417355	-79.986458
WEST BUSWAY AT BELL STATION	40.415458	-80.082781
ARLINGTON AVE AT BROWNSVILLE - NO STOP	40.417365	-79.986558
WARRINGTON AVE RAMP AT WARRINGTON	40.416896	-80.01135
BRINTON RD AT RIDGE	40.419803	-79.858869
JOSEPHINE ST AT SALISBURY FS	40.417812	-79.966825
NOBLESTOWN RD AT #640	40.415793	-80.070597
WEST BUSWAY AT BELL STATION	40.415548	-80.082899
BLACKHAWK ST AT POCONO	40.419105	-79.899738
WARRINGTON AVE RAMP AT SOUTH BUSWAY	40.417	-80.011433
PARKEDGE DR AT #148	40.4161	-80.057223
KNOX AVE AT JUCUNDA	40.417411	-79.990693
NOBLESTOWN RD OPP #640	40.41586	-80.070668
ARLINGTON AVE AT KOEHLER	40.417562	-79.984648
IRVINE ST AT #433	40.418277	-79.947845
ARLINGTON AVE AT FREDERICK	40.417609	-79.982741
WEST BUSWAY AT BELL STATION D (A)	40.415648	-80.082999
ARLINGTON AVE OPP #1849	40.417662	-79.981069
POCONO DR AT GREENTREE	40.416416	-80.044705
GEARING AVE AT SYLVANIA	40.417203	-80.00486
BRINTON RD OPP RIDGE	40.41996	-79.85902
GREENTREE RD OPP POCONO FS	40.416423	-80.045083
SYLVANIA AVE AT MONTOOTH	40.417201	-80.006003
ESTELLA ST AT SYLVANIA	40.417314	-80.000359
ARLINGTON AVE OPP MARENGO	40.417768	-79.977213
ARLINGTON AVE AT S 18TH	40.417603	-79.986158
AVACOLL DR AT OAKVILLE	40.416478	-80.043581
ARLINGTON AVE AT KOEHLER	40.417656	-79.984399
ARLINGTON AVE OPP FREDERICK	40.417693	-79.982573
ARLINGTON AVE AT #1849	40.417753	-79.980926
SYLVANIA AVE AT CURTIN	40.41741	-79.998935
WEST BUSWAY AT BELL STATION B (B)	40.415748	-80.083099
SYLVANIA AVE AT BELTZHOOVER	40.417448	-79.997381
SYLVANIA AVE AT GEARING	40.417307	-80.005025
JOSEPHINE ST OPP SALISBURY	40.418049	-79.96682
ARLINGTON AVE AT MARENGO	40.41785	-79.977208
NOBLESTOWN RD AT HAWTHORNE	40.41609	-80.067634
SYLVANIA AVE AT ESTELLA	40.417431	-80.000162
IDLEWOOD AVE AT WOODKIRK	40.415966	-80.074871
SYLVANIA AVE AT CURTIN	40.417482	-79.998548
SYLVANIA AVE AT BELTZHOOVER FS	40.417503	-79.997513
ARLINGTON AVE AT SPRING	40.417905	-79.978899
NOBLESTOWN RD OPP HAWTHORNE	40.416215	-80.067408
ARLINGTON AVE AT JULIA	40.417994	-79.978526
GREENTREE RD AT POCONO FS	40.416742	-80.044902
CRANE AVE AT ELM SPRINGS	40.416882	-80.038527
ARLINGTON AVE AT JOHN FS (FORMER FOODLAND)	40.417943	-79.987181
POCONO ST AT WHIPPLE	40.419577	-79.901708
S 18TH ST AT ARLINGTON	40.417988	-79.98643
CRANE AVE OPP ELM SPRING	40.416976	-80.038269
BELTZHOOVER AVE AT CEDARHURST	40.417801	-79.997213
BEECHWOOD BLVD AT #3172	40.419231	-79.922701
LAFFERTY AVE AT TAFT	40.417634	-80.007811
KNOX AVE AT ORCHARD FS	40.418001	-79.990719
BEECHWOOD BLVD AT #3169	40.419304	-79.922585
IRVINE ST AT OVERHEAD WALKWAY	40.418821	-79.948206
MONONGAHELA AVE AT WASHINGTON	40.419949	-79.88912
BELTZHOOVER AVE AT ORCHARD	40.417901	-79.997313
BIGELOW ST AT WINTERBURN	40.419008	-79.939725
WINTERBURN AVE AT BIGELOW	40.419008	-79.939918
BIGELOW ST AT MCCASLIN	40.419043	-79.93822
WASHINGTON ST AT MONONGAHELA	40.419972	-79.888832
GREENFIELD AVE AT HAZELWOOD	40.419289	-79.927439
MONONGAHELA AVE OPP WASHINGTON	40.420074	-79.889362
RHODES AVE AT SHELDON FS	40.417009	-80.051477
NOBLE AVE AT ROSLYN NS	40.42022	-79.884785
AMANDA ST AT ARLINGTON	40.418277	-79.988161
SHELDON AVE AT PARKLEDGE	40.417	-80.053398
BEECHWOOD BLVD AT HAZELWOOD	40.419484	-79.926798
MANSFIELD AVE AT NOBLESTOWN	40.416784	-80.066194
BIGELOW ST OPP TESLA	40.419351	-79.936144
RHODES AVE AT SHELDON	40.417121	-80.051201
HAZELWOOD AVE AT #650	40.419401	-79.934198
HAZELWOOD AVE AT BIGELOW FS	40.419426	-79.934322
JOSEPHINE ST AT #3237	40.418887	-79.96463
BIGELOW ST AT TESLA	40.419438	-79.935903
MT OLIVER ST OPP JOHN	40.41848	-79.987035
HAZELWOOD AVE OPP MURRAY	40.419647	-79.928445
WASHINGTON ST OPP PALMER	40.420419	-79.887621
OAKVILLE DR AT CRANE	40.417596	-80.035864
PARKEDGE DR OPP #124	40.417213	-80.055256
S 18TH ST OPP MT OLIVER FS	40.418583	-79.986143
PARKEDGE DR AT #124	40.417223	-80.055356
HAZELWOOD AVE OPP GREENFIELD	40.419682	-79.929227
ARLINGTON AVE OPP AMANDA	40.418559	-79.98821
IDLEWOOD AVE OPP GARY	40.41688	-80.073688
ARLINGTON AVE AT AMANDA	40.418566	-79.988379
COMMERCIAL ST AT BLACKHAWK	40.420276	-79.898754
HAZELWOOD AVE AT #787	40.419715	-79.929771
BIGELOW ST AT HAZELWOOD	40.419643	-79.93399
PARKEDGE DR AT SHELDON FS	40.417335	-80.052887
BIGELOW ST AT #635 (HAZELWOOD)	40.41969	-79.934283
MURRAY AVE AT HAZELWOOD	40.419809	-79.928387
JOSEPHINE ST OPP #3237	40.419137	-79.964572
GEARING AVE AT LAFFERTY	40.41835	-80.005371
MURRAY AVE AT HAZELWOOD FS	40.419836	-79.928149
NOBLE AVE AT DICKSON	40.420647	-79.885351
HAZELWOOD AVE OPP #713	40.419765	-79.93263
HAZELWOOD AVE AT MOTLEY	40.419792	-79.931372
NOBLESTOWN RD AT MANSFIELD FS	40.417171	-80.066071
HAZELWOOD AVE AT #737	40.419797	-79.931684
GEARING AVE AT FREELAND	40.418399	-80.005197
MCCLURE ST AT NEVADA	40.4205	-79.896365
SHELDON AVE AT CAROL	40.4175	-80.052399
MONONGAHELA AVE AT IRVINE	40.420656	-79.889819
HAZELWOOD AVE AT FRANK	40.419848	-79.933034
MONONGAHELA AVE AT IRVINE	40.420685	-79.889574
WASHINGTON AVE AT PALMER	40.420726	-79.887405
S 18TH ST AT #2730	40.418853	-79.986618
POPLAR ST AT MANILLA	40.417635	-80.048701
BANKSVILLE RD AT BLAIR BLDG	40.418035	-80.029706
MANILLA AVE AT POPLAR NS	40.41772	-80.048036
MONONGAHELA AVE AT SCHLEY	40.420761	-79.889854
MT OLIVER ST AT AMANDA	40.418931	-79.987916
BEECHWOOD BLVD OPP LUSTER	40.42027	-79.922622
COMMERCIAL ST AT HOMESTEAD	40.420757	-79.899775
OAKVILLE DR AT UNI-MART	40.418157	-80.03568
OAKVILLE DR OPP UNI-MART	40.418155	-80.035838
OAKVILLE DR OPP RENTAL OFFICE	40.41819	-80.035723
BRINTON RD OPP FAIRFAX	40.421512	-79.861348
MANSFIELD AVE OPP ANDERSON	40.417777	-80.058964
IDLEWOOD AVE OPP WEIRTON	40.417518	-80.072858
SOUTHERN AVE AT MINSINGER	40.4187	-80.013565
ARLINGTON AVE AT FREELAND	40.419193	-79.989128
BRINTON RD AT FAIRFAX	40.421619	-79.861286
RHODES AVE AT POPLAR	40.418051	-80.049427
BEECHWOOD BLVD AT LUSTER	40.420507	-79.922881
BANKSVILLE RD OPP #1201	40.418448	-80.029926
WASHINGTON AVE AT NOBLE	40.421204	-79.886116
BELTZHOOVER AVE AT FREELAND	40.419108	-79.99731
MANSFIELD AVE AT ANDERSON	40.417912	-80.058964
GEARING AVE AT CLIMAX	40.418992	-80.005442
SOUTHERN AVE OPP MINSINGER	40.418832	-80.013655
NOBLE AVE OPP WASHINGTON	40.42127	-79.885976
